,rating,title,Review_data
2945,2.0,Not the best,I would give 0 star if I could for the camera quality. Unrealistic and highly contrasted camera picture quality. Screen is also cheap
2946,5.0,Finger print,"The fast charger was excellent, sound good, network quality good, till now no problem arrived, compare with price I bought is excellent."
2947,5.0,Mi love,"Very exciting features,with a very long lasting battery, camera 📸 quality is also awesome and can a lots of fun with smooth gaming."
2948,1.0,Don't buy it,"This phone is too slow and hanging,if you open any app it takes 10seconds time and vibrates.processor is also too slow"
2949,4.0,Nice mobile 🙂,Nice mobile and looking smart to see.. and also features are very good for this phone 📱... Nice colour and less weight.
2950,1.0,Battery backup very low,Do not purchase this mobileThis mobile is 5000 mh battery but battery life is not goodBattery backup not good
2951,1.0,This mobile phone is bkws request to all customer pls don't purchase this phone pls,Fingerprint not workingCamera quality is very very pooreOverall this phone is not good work so pls not purchase
2952,5.0,Value for money,"Product has excellent feautures in terms of battery life. Camera quality, storage. All in all a good one to buy"
2953,5.0,This phone is best phone under 13k,This phone camera was excellent 5 out of 5For gaming photography and watching NetflixAnd I also like 5gb ram
2954,3.0,I bought it for good camera but it is not working in night mode,Battery is average and camera also redmi should improve for camera. I am using redmi from 5 years... For daily normal use it is ok...
2955,3.0,Camera quality is very poor and phone is also  very slow/ hanging issue.,Camera quality is poor and phone get hang frequently. Phone is very slow. Selfie camera is not as per expectation.
2956,4.0,Nice budget phone,Nice phone.. with good features..budget wise good.. camera not up to the mark.. but day to day use wise good..
2957,4.0,Average one!,"On this budget, Its okay averagely!!! After using 2 more than two weeks. Otherwise camera quality not such good. Thanks"
2958,4.0,Incredible phone,Battery life incredible 6nm is nice but don't take 64gb it some times lag but overall nice phone best choice under 15k
2959,5.0,I didn't receive the set,"My payment was reversed three days later. Hence can't comment about the hand set , with amoled display the set is vfm"
2960,4.0,Phone is good,Phone is good  camera quality is normal battery life is vary good sounds quality is normal but phone is good
2961,1.0,Camera quality is too bad rare and front both,Add some camera quality in this device camera clarity rare and front are too bed and photos also....i REPENT to buy this....
2962,1.0,1st disappointed smarphone by Redmi,"Plzz dont think to buy this smartphone, it doesn't deserve even 8k. Too much hang problem. Camera quality is like 8MP camera."
2963,2.0,call connect time pn is hang,"outgoing and incoming calling time hang , overall performance is not good. don't like this pn. paisa barbad ho gaya"
2964,5.0,Best Phone he lelo,Best Phone he leloBest resultsBest qualityAll rights all features. . . . . . . .
2965,5.0,Is this a gaming phone,Nice it is a super blaster phonePhone it is like a brand new phone and it like a bad version phone
2966,5.0,Awesome Quality Phone Best Features,Superb Quality Phone Is Sound Quality is Awesome And super fast  charging I I I I I I I i
2967,5.0,Superb,I like it and very fast service and awesome service fast delivery service is very good i like to thanks
2968,1.0,"Mobile bhone d, not working","Phone not working and d,not charging hags slo mobile bhone in probalm my phone not working plz Return mobile bhone"
2969,1.0,Waste of money,This is the worst phone i have ever seen. It Hangs a lot. Camera quality is poor. Overall just 2/10
2970,5.0,Phone,"Best camera under this prise ,im very happy for this phone , phone work very first & charge also first"
2971,1.0,Bad camera quality,Bekr quality h camera ki or video bhi so please think twice you buy this phone . Paisa barbaad bhai
2972,2.0,Waste money,
2973,3.0,"Worst phone, hangs a lot, heats a lot, kindly don't buy",The media could not be loaded.
2974,5.0,Thank you amazon for fast delivery... Its a great product in the proce range,
2975,4.0,Very nice 👍,
2976,4.0,Mp4 video not support,
2977,2.0,Redmi 4A,
2978,1.0,Problem in phone screen.. there's a green dot light appearing while using phone.,
2979,5.0,Excellent,
2980,5.0,Perfect mobile in this price range,Light weightLooks good and feels good in handCompact size so easy to holdCharging speed is better than other mobilesDisplay quality is too good compared to other mobiles in this price range90hz refresh rateSnapdragon 680Slight improvement in camera neededFingerprint sensor is too smooth and response rate is high enoughStylish camera designOverall it's better than other brand mobiles in this price range
2981,5.0,One of Best Phone in this Segment,"Before i give huge Review let me clear i already used Poco, Nexus 6, Moto G Series, Mi 11x etcThis phone is Solid.Display 5/5Sound 4.5/5Battery 5/5Performance 5/5All are perfect and balanced with few Boltware.Gaming Work entertainment It's a Solid Choice with MIUI 13"
2982,5.0,Power efficient but average in gaming performance,"Battery life is excellent . Pro fast charging is good but device usually heat at the time of charging (nearly 42℃ at normal room temperature). Gaming performance is average, temperature of device at the time of gaming is normal (nearly 38℃) . MIUI 13 is good but dual app and hidden app features not available. 18GB+ System storage taken from 64GB internal storage which was not expected from Xiomi also other files of 2.8GB is there which is unable to locate and delete . Camera quality is good."
2983,1.0,Amazon cheating the people,"**BELOW IS ONE OF THE REVIEW AND SAME HAPPENED TO ME**This is worst mobile, screen is like 480p camera picture quality is like being taken from old generation phone… now i understand why amazon is not allowing return/replacement so easily, u complaint about it, they send a technician who check if all parameters working or not, he doesnt care about quality of the parameters and amazon in return keep replying your phone has been checked and all things are working while issue is quality i feel cheated -"
2984,4.0,"Redmi Note 11 Starburst white , 6 GB ram , 128 Gb storage","Good phone OLED display very good and beautiful , finger print very quickly , face unlock average , battery backup nice , back panel plastic easily scratch over the surface , camera quality average , night mode blurry images but it's ok. Phone holding in my hands fine grip."
